State,District,Subdistt,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,Sex_Ratio,Child_Pop_Pct,SC_Pop_Pct,ST_Pop_Pct,Literacy_Rate,Male_Literacy_Rate,Female_Literacy_Rate,Gender_Literacy_Gap,Worker_Participation,Female_Worker_Part,Main_Worker_Pct,Marginal_Worker_Pct,Non_Worker_Pct,Agri_Worker_Pct
27,518,00000,DISTRICT,Mumbai Suburban,Total,2105604,9356962,5031323,4325639,930884,486696,444188,583302,300291,283011,104560,55033,49527,7575485,4223029,3352456,1781477,808294,973183,3735021,2944322,790699,3515922,2811481,704441,10396,6730,3666,17621,13511,4110,104796,72748,32048,3383109,2718492,664617,219099,132841,86258,5690,2924,2766,3101,1878,1223,14020,5552,8468,196288,122487,73801,5621941,2087001,3534940,859.741861136723,9.948570914363017,6.23388232206137,1.1174567129801318,89.90523230380731,92.92355566254392,86.37120499524534,6.552350667298583,39.91702648787074,18.279357107701312,94.13392856425706,5.866071435742932,60.08297351212926,0.7501162644065456
27,519,00000,DISTRICT,Mumbai,Total,674339,3085411,1684608,1400803,272886,142566,130320,219934,111564,108370,25093,13488,11605,2509022,1410680,1098342,576389,273928,302461,1284396,1021009,263387,1209334,975508,233826,3907,2700,1207,5086,4027,1059,40839,30385,10454,1159502,938396,221106,75062,45501,29561,2144,1095,1049,659,399,260,4699,2151,2548,67560,41856,25704,1801015,663599,1137416,831.53054004255,8.844397067359907,7.1281913495479206,0.8132790088581391,89.2088781433054,91.48129558079482,86.45074353611972,5.030552044675105,41.628035940754735,18.80257252447346,94.15585224494626,5.844147755053737,58.371964059245265,0.70017346675013
27,520,00000,DISTRICT,Raigarh,Total,611790,2634200,1344345,1289855,300815,155437,145378,134952,67980,66972,305125,153657,151468,1939994,1059692,880302,694206,284653,409553,1072969,753843,319126,858825,641655,217170,166000,104617,61383,115250,64838,50412,24186,15963,8223,553389,456237,97152,214144,112188,101956,40975,19751,21224,75932,33338,42594,8733,3553,5180,88504,55546,32958,1561231,590502,970729,959.4672498502988,11.419596082302027,5.123073418874801,11.583213119732747,83.14075902605013,89.13153919394941,76.9174041942302,12.214134999719207,40.73225267633437,24.74123060343992,80.0419210620251,19.95807893797491,59.26774732366563,26.212313682874345
27,521,00000,DISTRICT,Pune,Total,2151503,9429408,4924105,4505303,1104959,586665,518294,1180703,602755,577948,348876,179132,169744,7171723,3940210,3231513,2257685,983895,1273790,4048993,2809816,1239177,3751221,2658832,1092389,832261,482112,350149,366010,180005,186005,90460,53765,36695,2462490,1942950,519540,297772,150984,146788,54269,18458,35811,48451,16083,32368,15251,5166,10085,179801,111277,68524,5380415,2114289,3266126,914.9486048733729,11.718222395297776,12.521496577515789,3.6998717204728018,86.15252492987824,90.84183297060017,81.05105857548854,9.790774395111626,42.94005519752672,27.504853724599656,92.64577636958128,7.3542236304187245,57.05994480247328,29.594296655983353
27,522,00000,DISTRICT,Ahmadnagar,Total,930024,4543159,2342825,2200334,556014,300238,255776,573698,291521,282177,378230,191165,187065,3151890,1773355,1378535,1391269,569470,821799,2204590,1300309,904281,2039455,1227314,812141,968974,549538,419436,501873,243329,258544,47491,25151,22340,521117,409296,111821,165135,72995,92140,44076,16297,27779,57136,20995,36141,9665,3100,6565,54258,32603,21655,2338569,1042516,1296053,939.1798363087298,12.238488681553958,12.62773325784988,8.325264425039935,79.0513011189711,86.81906817188204,70.89194562466123,15.927122547220804,48.52548634111199,41.09744247918725,92.50949156078909,7.4905084392109185,51.47451365888801,66.7174848838106
27,523,00000,DISTRICT,Bid,Total,535835,2585049,1349106,1235943,352890,195245,157645,351254,179777,171477,32722,16806,15916,1718507,987185,731322,866542,361921,504621,1255548,727819,527729,1154708,684533,470175,581109,330449,250660,327830,159120,168710,16800,9889,6911,228969,185075,43894,100840,43286,57554,25171,9384,15787,45736,15928,29808,4293,1376,2917,25640,16598,9042,1329501,621287,708214,916.1200083610925,13.65119191164268,13.587904910119692,1.2658173984322927,76.98855681875708,85.55493252653483,67.82188226260273,17.7330502639321,48.5696015820203,42.698490140726555,91.96844724375333,8.031552756246676,51.430398417979696,72.3938073255662
27,524,00000,DISTRICT,Latur,Total,481572,2454196,1273140,1181056,317811,168237,149574,480913,247918,232995,57488,29872,27616,1650672,932432,718240,803524,340708,462816,1046857,670018,376839,964177,633321,330856,311209,204059,107150,383939,212040,171899,14476,8738,5738,254553,208484,46069,82680,36697,45983,20571,5839,14732,32639,12334,20305,3187,1095,2092,26283,17429,8854,1407339,603122,804217,927.6717407355043,12.949699209028129,19.595541676377927,2.3424371973550606,77.26472522508817,84.3903944509156,69.63185009529977,14.758544355615825,42.65580255203741,31.906954454318846,92.102073158034,7.897926841965999,57.344197447962586,66.40333875591413
27,525,00000,DISTRICT,Osmanabad,Total,351281,1657576,861535,796041,207096,110919,96177,265184,136354,128830,36039,18569,17470,1137810,644304,493506,519766,217231,302535,773916,473795,300121,701894,441657,260237,284235,183034,101201,265167,141208,123959,15261,8369,6892,137231,109046,28185,72022,32138,39884,13126,5509,7617,34358,13624,20734,4570,1475,3095,19968,11530,8438,883660,387740,495920,923.9798731334189,12.49390676505934,15.998301133703674,2.174198950757009,78.44368760686118,85.83669945751224,70.51455711395357,15.322142343558667,46.689623884515704,37.70170129428007,90.6938220685449,9.306177931455094,53.310376115484296,70.98987487014095
27,526,00000,DISTRICT,Solapur,Total,873167,4317756,2227852,2089904,538453,285879,252574,649745,331960,317785,77592,39785,37807,2910676,1651266,1259410,1407080,576586,830494,1898395,1206933,691462,1763175,1148937,614238,607657,400723,206934,508141,261052,247089,63585,24250,39335,583792,462912,120880,135220,57996,77224,29593,8804,20789,50193,16973,33220,7521,2317,5204,47913,29902,18011,2419361,1020919,1398442,938.080267450441,12.470667633835724,15.04821022772014,1.7970445759324982,77.01621171946256,85.03032740414001,68.54566136731017,16.484666036829836,43.967167204446014,33.08582595181406,92.87714095327895,7.122859046721046,56.032832795553986,58.77586066124279
27,527,00000,DISTRICT,Satara,Total,653735,3003741,1510842,1492899,317885,167729,150156,323236,161703,161533,29635,15210,14425,2225694,1201034,1024660,778047,309808,468239,1354947,844805,510142,1184407,780808,403599,521786,340240,181546,243687,115586,128101,30207,17342,12865,388727,307640,81087,170540,63997,106543,64090,18623,45467,53554,17004,36550,9565,2511,7054,43331,25859,17472,1648794,666037,982757,988.1238408781329,10.58296970344647,10.761114223896135,0.9866030393432723,82.86721253857243,89.42166444669957,76.31095451624026,13.110709930459308,45.10864951405597,34.17123328503804,87.41352982810398,12.586470171896021,54.891350485944024,56.494682079815675
27,528,00000,DISTRICT,Ratnagiri,Total,397115,1615069,761121,853948,155560,80333,75227,66948,31967,34981,20374,10402,9972,1199392,619012,580380,415677,142109,273568,714076,407008,307068,554973,344089,210884,232413,116553,115860,97146,48365,48781,11779,7375,4404,213635,171796,41839,159103,62919,96184,64500,21270,43230,55971,19720,36251,5451,2196,3255,33181,19733,13448,900993,354113,546880,1121.9608971503874,9.631786629549573,4.145209895057115,1.2614940909645347,82.17777348409636,90.92580950310523,74.52990223712985,16.39590726597538,44.21334320700849,35.95862979947257,77.71903830964771,22.28096169035229,55.78665679299151,46.15181017146634
27,529,00000,DISTRICT,Sindhudurg,Total,209839,849651,417332,432319,71193,37034,34159,55586,26830,28756,6976,3575,3401,666067,348289,317778,183584,69043,114541,347178,229676,117502,226538,164740,61798,82966,55940,27026,36543,24653,11890,5613,4155,1458,101416,79992,21424,120640,64936,55704,41846,20061,21785,45273,23267,22006,4066,2095,1971,29455,19513,9942,502473,187656,314817,1035.9114565861234,8.379087413538029,6.542215568509895,0.8210429929465157,85.56235532295898,91.58317950659746,79.81163351416515,11.771545992432308,40.861247735835065,27.179467013941093,65.25125439976036,34.748745600239644,59.13875226416493,34.4229761102374
27,530,00000,DISTRICT,Kolhapur,Total,840240,3876001,1980658,1895343,408942,219521,189421,504461,253390,251071,30206,15478,14728,2825845,1559760,1266085,1050156,420898,629258,1704054,1125204,578850,1508563,1050072,458491,594056,373932,220124,207790,106326,101464,48004,31710,16294,658713,538104,120609,195491,75132,120359,66816,20046,46770,58238,18236,40002,11928,3848,8080,58509,33002,25507,2171947,855454,1316493,956.9259306755634,10.550616473009166,13.01498632224295,0.7793083644715262,81.50553538315904,88.56551193916204,74.21705095543642,14.348460983725616,43.964230143387475,30.54064620493494,88.5278870270543,11.472112972945693,56.035769856612525,47.0551989549627
27,531,00000,DISTRICT,Sangli,Total,598386,2822143,1435728,1386415,306777,164355,142422,353093,177108,175985,18333,9406,8927,2049467,1121550,927917,772676,314178,458498,1215104,800214,414890,1074948,749251,325697,432058,316511,115547,245826,128480,117346,32685,17605,15080,364379,286655,77724,140156,50963,89193,48496,13052,35444,44867,14526,30341,8139,2220,5919,38654,21165,17489,1607039,635514,971525,965.6529649070019,10.870356321419573,12.511520500555784,0.6496127233807784,81.47788433174338,88.21565347069664,74.59181844270827,13.623835027988363,43.05607476304355,29.925383092364115,88.46551406299379,11.534485937006215,56.94392523695645,55.78814652902139
28,532,00000,DISTRICT,Adilabad,Total,649849,2741239,1369597,1371642,309992,160291,149701,488596,242844,245752,495794,247472,248322,1483347,856350,626997,1257892,513247,744645,1323667,748939,574728,1066460,639313,427147,343500,220624,122876,332524,156351,176173,69416,16085,53331,321020,246253,74767,257207,109626,147581,20237,10328,9909,152388,56007,96381,15245,4002,11243,69337,39289,30048,1417572,620658,796914,1001.4931399528475,11.308463070896044,17.823911012502013,18.086493005535086,61.01177708394088,70.81334252869,51.3115608691418,19.5017816595482,48.28717962935738,41.90072919901841,80.56860222397326,19.43139777602675,51.71282037064262,51.072059664553095
28,533,00000,DISTRICT,Nizamabad,Total,593234,2551335,1250641,1300694,282417,144977,137440,371074,178798,192276,192941,95679,97262,1389810,790214,599596,1161525,460427,701098,1261076,684320,576756,1055965,590356,465609,267489,170014,97475,330793,172920,157873,149979,21619,128360,307704,225803,81901,205111,93964,111147,10613,5255,5358,117488,52081,65407,21332,4403,16929,55678,32225,23453,1290259,566321,723938,1040.0218767815863,11.069381323895138,14.544307196036584,7.562354610429442,61.254307119076145,71.46963272748322,51.54471852235195,19.924914205131266,49.428083728714576,44.34217425466712,83.73523879607573,16.26476120392427,50.571916271285424,47.44218429341293
28,534,00000,DISTRICT,Karimnagar,Total,976022,3776269,1880800,1895469,336053,173647,162406,709757,352481,357276,106745,53495,53250,2206829,1257238,949591,1569440,623562,945878,1876768,1049463,827305,1590304,935666,654638,344598,219424,125174,584654,281962,302692,144953,38878,106075,516099,395402,120697,286464,113797,172667,15792,6489,9303,172205,60349,111856,23387,5576,17811,75080,41383,33697,1899501,831337,1068164,1007.7993407060826,8.899074721636621,18.795191762027546,2.8267318880090375,64.14797791766563,73.64530302790669,54.792641698541836,18.852661329364857,49.699001845472345,43.64645372728332,84.73631263960169,15.2636873603983,50.300998154527655,49.51341881362001
28,535,00000,DISTRICT,Medak,Total,668626,3033288,1523030,1510258,367603,188312,179291,537947,266413,271534,168985,86574,82411,1637137,953406,683731,1396151,569624,826527,1442203,837874,604329,1195494,728047,467447,337942,215952,121990,420719,196942,223777,53547,17085,36462,383286,298068,85218,246709,109827,136882,15279,7373,7906,150410,57201,93209,14095,4275,9820,66925,40978,25947,1591085,685156,905929,991.6140850803989,12.118961338323297,17.7347815308009,5.57101732509409,61.415245987429124,71.43126862753032,51.37099567457345,20.060272952956865,47.545864421710036,40.01495108782738,82.89360097018242,17.106399029817577,52.454135578289964,52.60431437183254
28,536,00000,DISTRICT,Hyderabad,Total,849051,3943323,2018575,1924748,469126,245127,223999,247927,124313,123614,48937,25556,23381,2892155,1542688,1349467,1051168,475887,575281,1413297,1045585,367712,1096081,861130,234951,14693,9034,5659,16751,10946,5805,32500,21401,11099,1032137,819749,212388,317216,184455,132761,13615,6382,7233,6278,3805,2473,13657,5468,8189,283666,168800,114866,2530026,972990,1557036,953.5181997200996,11.89671756536302,6.287260769660512,1.2410091691702658,83.24671859425358,86.98805941871429,79.34545309154967,7.642606327164614,35.84025452644888,19.104423020572046,77.5548946895097,22.445105310490295,64.15974547355111,2.224868516667056
28,537,00000,DISTRICT,Rangareddy,Total,1235341,5296741,2701008,2595733,633172,327563,305609,652042,328011,324031,218757,112768,105989,3538028,1948784,1589244,1758713,752224,1006489,2196078,1488916,707162,1834777,1308974,525803,250155,159560,90595,258878,116387,142491,54221,36535,17686,1271523,996492,275031,361301,179942,181359,20770,10152,10618,90154,31926,58228,19166,7828,11338,231211,130036,101175,3100663,1212092,1888571,961.0238103700544,11.953992086832262,12.310248887004292,4.130030144951395,75.86524397945007,82.10782217409715,69.39554364741822,12.71227852667893,41.46092852189677,27.243248824127907,83.54789766119418,16.452102338805815,58.53907147810323,23.179185803054352
28,538,00000,DISTRICT,Mahbubnagar,Total,869451,4053028,2050386,2002642,527230,273914,253316,708954,356099,352855,364269,187035,177234,1940646,1158386,782260,2112382,892000,1220382,2082501,1140067,942434,1815643,1030499,785144,548983,348276,200707,762853,311403,451450,46497,24364,22133,457310,346456,110854,266858,109568,157290,20159,9779,10380,168231,56470,111761,11349,4777,6572,67119,38542,28577,1970527,910319,1060208,976.7146283675366,13.008298980416615,17.4919590982347,8.987576695744515,55.04132681452539,65.20710712017977,44.717794167582255,20.489312952597516,51.38136228025072,47.05953435511689,87.18569642943748,12.81430357056251,48.61863771974929,62.993295081250864
28,539,00000,DISTRICT,Nalgonda,Total,875939,3488809,1759772,1729037,371735,193266,178469,637385,318359,319026,394279,203876,190403,2001019,1160757,840262,1487790,599015,888775,1741693,976428,765265,1493419,888549,604870,312130,214219,97911,693259,297120,396139,35330,22111,13219,452700,355099,97601,248274,87879,160395,13094,5337,7757,169872,48597,121275,9794,3479,6315,55514,30466,25048,1747116,783344,963772,982.5346692639728,10.655068821480338,18.269415149983846,11.301249222872332,64.19542814832116,74.09847137514953,54.190593382554006,19.907877992595523,49.92228006749581,44.259608093985264,85.74524901920142,14.254750980798567,50.07771993250418,57.724811433473064
28,540,00000,DISTRICT,Warangal,Total,886279,3512576,1759281,1753295,341168,177444,163724,616102,307709,308393,530656,268976,261680,2065023,1179790,885233,1447553,579491,868062,1705655,960926,744729,1442197,865804,576393,384329,247910,136419,576649,241702,334947,34820,19381,15439,446399,356811,89588,263458,95122,168336,17317,7550,9767,181443,52231,129212,8730,3184,5546,55968,32157,23811,1806921,798355,1008566,996.5974736270101,9.712757816485679,17.53989095182567,15.107317250929233,65.11376019736345,74.58353800043874,55.690057254441605,18.89348074599713,48.558522292471395,42.47596667987988,84.5538517461034,15.446148253896597,51.441477707528605,56.34070195907144
28,541,00000,DISTRICT,Khammam,Total,754034,2797370,1390988,1406382,281922,143956,137966,462896,229905,232991,765565,378532,387033,1630234,901640,728594,1167136,489348,677788,1410062,802906,607156,1215871,722620,493251,213065,146563,66502,667342,312821,354521,15194,9997,5197,320270,253239,67031,194191,80286,113905,11907,5407,6500,137195,49125,88070,4605,1969,2636,40484,23785,16699,1387308,588082,799226,1011.0669538486314,10.078109081029682,16.54754287062491,27.367312868873263,64.80889288905992,72.30287594865248,57.44124955850447,14.861626390148018,50.406703439301914,43.17148541434688,86.22819422124701,13.771805778752992,49.593296560698086,62.43746728867241
28,542,00000,DISTRICT,Srikakulam,Total,681330,2703114,1341738,1361376,281037,143835,137202,255664,125214,130450,166118,81382,84736,1495381,857824,637557,1207733,483914,723819,1290288,766483,523805,936244,619916,316328,145576,105855,39721,442295,241086,201209,25096,15607,9489,323277,257368,65909,354044,146567,207477,19741,8677,11064,258538,96439,162099,9383,3897,5486,66382,37554,28828,1412826,575255,837571,1014.6362404582713,10.39678681698219,9.45812866198022,6.14543078834263,61.73961438880762,71.6104726342617,52.08058658327983,19.529886050981865,47.73339193241573,38.476144724161436,72.5608546309041,27.43914536909589,52.26660806758427,45.56122354079089
28,543,00000,DISTRICT,Vizianagaram,Total,587149,2344474,1161477,1182997,241657,123300,118357,247728,121493,126235,235556,114687,120869,1238388,707503,530885,1106086,453974,652112,1157962,679289,478673,953215,602511,350704,197018,125570,71448,419339,212812,206527,21953,13784,8169,314905,250345,64560,204747,76778,127969,15267,5085,10182,137915,44725,93190,5516,2463,3053,46049,24505,21544,1186512,482188,704324,1018.5281327137774,10.307514606687898,10.56646394884311,10.047285659811113,58.89185792201603,68.14859123251622,49.86521265404268,18.283378578473545,49.391121419985886,40.462739973136024,82.31833168964093,17.68166831035906,50.60887858001411,53.227739770389704
28,544,00000,DISTRICT,Visakhapatnam,Total,1097042,4290589,2138910,2151679,452213,230630,221583,329486,162873,166613,618500,302905,315595,2568249,1422878,1145371,1722340,716032,1006308,1889879,1239064,650815,1481139,1049748,431391,284760,181912,102848,376573,211094,165479,37713,23904,13809,782093,632838,149255,408740,189316,219424,37404,14715,22689,202376,78865,123511,16832,6853,9979,152128,88883,63245,2400710,899846,1500864,1005.9698631545974,10.539648519119403,7.679272006710501,14.415270257766474,66.90978163681723,74.56337644370848,59.34269590735383,15.22068053635465,44.04707605412683,30.246844441015597,78.37216033407431,21.627839665925702,55.95292394587317,34.99340433964291
28,545,00000,DISTRICT,East Godavari,Total,1428528,5154296,2569688,2584608,522054,265244,256810,945269,468883,476386,213195,104422,108773,3288577,1716933,1571644,1865719,852755,1012964,2093681,1545831,547850,1748117,1377605,370512,152451,137260,15191,878084,648809,229275,46366,30550,15816,671216,560986,110230,345564,168226,177338,7956,4898,3058,243962,108092,135870,11487,4028,7459,82159,51208,30951,3060615,1023857,2036758,1005.8061523422299,10.128521916475112,18.339439566528583,4.13625837553761,70.99320372294883,74.50530366543947,67.51633947619166,6.98896418924781,40.620115724824494,21.196637942775073,83.49490681722764,16.505093182772352,59.37988427517551,49.22120418535584
28,546,00000,DISTRICT,West Godavari,Total,1091525,3936966,1964918,1972048,382887,194960,187927,811698,403693,408005,109072,53367,55705,2652389,1379223,1273166,1284577,585695,698882,1773112,1199338,573774,1534166,1100258,433908,149420,138120,11300,888815,564273,324542,25703,16859,8844,470228,381006,89222,238946,99080,139866,5855,3283,2572,172972,67484,105488,8158,2125,6033,51961,26188,25773,2163854,765580,1398274,1003.6286501523219,9.725433239707938,20.617348486118498,2.7704582665941233,74.62943282915208,77.92405243514253,71.3609671092936,6.563085325848931,45.03752381910334,29.09533642183152,86.52391952679808,13.476080473201918,54.96247618089666,58.55439475904512
28,547,00000,DISTRICT,Krishna,Total,1243293,4517398,2267375,2250023,435884,225220,210664,871063,435412,435651,132464,66734,65730,3009718,1598959,1410759,1507680,668416,839264,2048880,1327299,721581,1744978,1193430,551548,140220,119724,20496,813137,447722,365415,39988,24901,15087,751633,601083,150550,303902,133869,170033,9946,4928,5018,193839,71112,122727,8456,3499,4957,91661,54330,37331,2468518,940076,1528442,992.347097414411,9.649005910039362,19.282405490948552,2.932307492056268,73.74023462862066,78.29763166850704,69.17658931066086,9.121042357846179,45.355312947851836,32.069938840625184,85.16740853539496,14.832591464605052,54.644687052148164,46.530641130764124
28,548,00000,DISTRICT,Guntur,Total,1296609,4887813,2440521,2447292,495729,254833,240896,957407,476333,481074,247089,125105,121984,2960441,1634726,1325715,1927372,805795,1121577,2381624,1442370,939254,2106326,1334831,771495,289829,210843,78986,1035569,508448,527121,40093,25565,14528,740835,589975,150860,275298,107539,167759,12512,5370,7142,192387,63392,128995,7343,2780,4563,63056,35997,27059,2506189,998151,1508038,1002.7744075957552,10.142143326678005,19.58763561535599,5.0552056717390785,67.40401595233607,74.79228508368989,60.0850889867458,14.707196096944088,48.725759352904866,38.379318855289846,88.44074463475343,11.559255365246571,51.27424064709514,55.6510179608536
28,549,00000,DISTRICT,Prakasam,Total,860463,3397448,1714764,1682684,378261,195753,182508,787861,397242,390619,151145,76677,74468,1904435,1107686,796749,1493013,607078,885935,1700567,991842,708725,1463508,908090,555418,264818,189321,75497,721512,347300,374212,36286,20408,15878,440892,351061,89831,237059,83752,153307,15211,5025,10186,167706,49154,118552,6317,2277,4040,47825,27296,20529,1696881,722922,973959,981.2918862304084,11.133680338889661,23.18978833524457,4.448780378684236,63.07774245185873,72.92152591390055,53.11036838344301,19.811157530457542,50.054246599212114,42.118722231862904,86.06000234039588,13.93999765960412,49.945753400787886,58.0000670364649
28,550,00000,DISTRICT,Sri Potti Sriramulu Nellore,Total,776854,2963557,1492974,1470583,304309,156907,147402,666588,332673,333915,285997,145168,140829,1832189,1011922,820267,1131368,481052,650316,1314561,859880,454681,1076544,761278,315266,153132,129917,23215,456592,258347,198245,28276,17302,10974,438544,355712,82832,238017,98602,139415,12381,6110,6271,168670,59272,109398,7127,2550,4577,49839,30670,19169,1648996,633094,1015902,985.0024179925438,10.268370070155559,22.49283546764918,9.650463952608302,68.89876386106147,75.73886638918557,61.99204795111175,13.746818438073824,44.35754061757544,30.918418069568325,81.89380333054153,18.106196669458473,55.64245938242457,46.382328397084656
28,551,00000,DISTRICT,Y.S.R.,Total,706204,2882469,1451777,1430692,331586,172902,158684,465794,232123,233671,75886,38571,37315,1716766,994699,722067,1165703,457078,708625,1320404,823886,496518,1079903,734544,345359,217681,166882,50799,398305,204157,194148,44751,25737,19014,419166,337768,81398,240501,89342,151159,25926,9680,16246,144150,43870,100280,11073,3324,7749,59352,32468,26884,1562065,627891,934174,985.4764195878569,11.503540888037305,16.159549330799393,2.6326735864288566,67.30085229310791,77.77922001759359,56.76591656656248,21.013303451031106,45.80809021710208,34.704744277594344,81.78580192123017,18.21419807876983,54.19190978289793,46.65132792690722
28,552,00000,DISTRICT,Kurnool,Total,887652,4053463,2039227,2014236,506239,261217,245022,737945,370215,367730,82831,42052,40779,2127161,1246369,880792,1926302,792858,1133444,2029425,1164122,865303,1757520,1054167,703353,293947,198302,95645,869074,410120,458954,48389,25514,22875,546110,420231,125879,271905,109955,161950,17007,7167,9840,168228,58965,109263,12402,4200,8202,74268,39623,34645,2024038,875105,1148933,987.7448660693489,12.489049486821516,18.20529754434665,2.0434625898891885,59.96692061172342,70.09909955512062,49.784367521396504,20.314732033724113,50.066449354539564,42.95936523823425,86.60186998780442,13.398130012195573,49.93355064546044,57.307907412198034
28,553,00000,DISTRICT,Anantapur,Total,968160,4081148,2064495,2016653,445956,231369,214587,583135,292379,290756,154127,78573,75554,2310960,1338474,972486,1770188,726021,1044167,2036166,1208544,827622,1679655,1065582,614073,377298,264394,112904,653162,314818,338344,87104,54868,32236,562091,431502,130589,356511,142962,213549,35955,13966,21989,226375,79539,146836,18239,6704,11535,75942,42753,33189,2044982,855951,1189031,976.8262940816035,10.927219498043197,14.288504116978851,3.776559928725937,63.5718828606577,73.01593016519323,53.965060103237064,19.05087006195616,49.891991175032125,41.03938555616658,82.49106408809497,17.50893591190502,50.108008824967875,50.60785810194257
28,554,00000,DISTRICT,Chittoor,Total,1039953,4174064,2090204,2083860,444572,230283,214289,785760,389582,396178,159165,79756,79409,2667878,1484794,1183084,1506186,605410,900776,1933357,1202223,731134,1669852,1087163,582689,404573,263643,140930,605110,319664,285446,46139,27079,19060,614030,476777,137253,263505,115060,148445,29971,11029,18942,142983,54117,88866,11130,3897,7233,79421,46017,33404,2240707,887981,1352726,996.9648895514505,10.65081896204754,18.82481916904005,3.8131902146205707,71.53462187343477,79.8310250811728,63.281041479569375,16.549983601603422,46.318336278504596,35.08556236983291,86.37059787716392,13.629402122836082,53.68166372149541,52.22434346062316
29,555,00000,DISTRICT,Belgaum,Total,983854,4779661,2423063,2356598,626269,323761,302508,577418,289096,288322,297198,148673,148525,3052032,1725548,1326484,1727629,697515,1030114,2105668,1372422,733246,1734501,1238010,496491,635257,487717,147540,465995,236735,229260,46305,32769,13536,586944,480789,106155,371167,134412,236755,76723,21467,55256,183522,49246,134276,14037,5553,8484,96885,58146,38739,2673993,1050641,1623352,972.5698423854435,13.102791181215572,12.080731248513231,6.217972362475079,73.4828785725017,82.19627285640657,64.57769620610587,17.618576650300696,44.054756184591334,31.114598247134218,82.37295718033421,17.62704281966578,55.94524381540866,52.29941282291415
29,556,00000,DISTRICT,Bagalkot,Total,361149,1889752,950111,939641,271908,140551,131357,319149,158135,161014,97203,48470,48733,1113412,641388,472024,776340,308723,467617,818081,511575,306506,676407,455410,220997,186478,145344,41134,223373,104773,118600,35805,23989,11816,230751,181304,49447,141674,56165,85509,9721,4134,5587,79870,23560,56310,8992,3899,5093,43091,24572,18519,1071671,438536,633135,988.9802349409701,14.388554688657559,16.888406521067314,5.143690812339397,68.8207268438737,79.22674045160333,58.398285751047894,20.82845470055544,43.29038942676076,32.61947914150191,82.68215494553718,17.317845054462822,56.709610573239246,50.09907331914566
29,557,00000,DISTRICT,Bijapur,Total,408806,2177331,1111022,1066309,318406,164856,153550,442773,226440,216333,39314,19912,19402,1248268,730566,517702,929063,380456,548607,927722,580111,347611,760083,508406,251677,247031,188729,58302,260791,123826,136965,17788,11774,6014,234473,184077,50396,167639,71705,95934,15186,6651,8535,90809,29758,61051,7591,3112,4479,54053,32184,21869,1249609,530911,718698,959.755072356803,14.623683766960557,20.335585172856124,1.805605119295137,67.14999260325189,77.2133008372738,56.71836706074659,20.49493377652722,42.60822079876693,32.59946225718811,81.93003938679905,18.069960613200937,57.39177920123307,54.7385962605177
29,558,00000,DISTRICT,Bidar,Total,319937,1703300,870665,832635,224442,115550,108892,399785,204280,195505,235822,119787,116035,1042673,597198,445475,660627,273467,387160,702608,459050,243558,551763,384430,167333,130304,97388,32916,198559,107089,91470,11687,7873,3814,211213,172080,39133,150845,74620,76225,10998,4724,6274,81532,33429,48103,6408,3305,3103,51907,33162,18745,1000692,411615,589077,956.320743339861,13.176891915693068,23.471202958962014,13.845006751599836,70.50528177823699,79.08702647941041,61.551545230834705,17.535481248575707,41.24980919391769,29.251472734151218,78.53070275317104,21.46929724682896,58.750190806082315,46.80604262974518
29,559,00000,DISTRICT,Raichur,Total,363853,1928812,964511,964301,283733,145468,138265,400933,200359,200574,367071,182101,184970,979769,577213,402556,949043,387298,561745,903413,530373,373040,725985,461421,264564,233257,172348,60909,269528,120968,148560,13243,8522,4721,209957,159583,50374,177428,68952,108476,12042,5318,6724,113998,35884,78114,5852,2337,3515,45536,25413,20123,1025399,434138,591261,999.7822730896796,14.710246514434791,20.786525591918757,19.03093717791055,59.55756532057123,70.47407767357757,48.73346924347123,21.74060843010634,46.83779445586195,38.68501640048076,80.3602560512191,19.639743948780904,53.162205544138054,55.65394786216271
29,560,00000,DISTRICT,Koppal,Total,264595,1389920,699926,689994,201654,103016,98638,258608,129341,129267,164271,82761,81510,809085,468785,340300,580835,231141,349694,654766,387974,266792,508089,329092,178997,152288,115558,36730,180632,79818,100814,12534,8122,4412,162635,125594,37041,146677,58882,87795,11125,4847,6278,92384,30343,62041,6260,2669,3591,36908,21023,15885,735154,311952,423202,985.8099284781534,14.508317025440313,18.60596293311845,11.818737769080235,68.08955233929103,78.53529007723107,57.54570850722745,20.989581570003615,47.10817888799355,38.66584347110265,77.59856192899449,22.40143807100552,52.89182111200644,50.84564561996194
